着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),date,race_type,course_ren,weather,ground_state,horse_id,jockey_id
202101020211,6,4,8,シャンデリアムーン,牝5,52.0,丹内,1:09.0,クビ,8.0,14.2,34.4,6-7,美浦斎藤誠,472(+8),2021年8月15日,芝,1200,曇,良,2016106339,01091
202101020211,7,3,6,リンゴアメ,牝3,50.0,泉谷,1:09.0,アタマ,13.0,42.2,34.2,8-8,美浦菊川,440(+12),2021年8月15日,芝,1200,曇,良,2018102168,01182
202101020211,8,6,11,ナイントゥファイブ,牝4,50.0,川又,1:09.0,ハナ,6.0,12.2,34.6,3-3,栗東西園,466(-8),2021年8月15日,芝,1200,曇,良,2017105537,01166
202101020211,9,7,13,インスピレーション,牡6,51.0,坂井,1:09.0,クビ,12.0,26.8,33.4,15-15,栗東昆,482(0),2021年8月15日,芝,1200,曇,良,2015102264,01163
202101020211,10,2,4,マイネルアルケミー,牡5,55.0,黛,1:09.1,1/2,4.0,8.4,34.4,7-8,美浦中野,478(+4),2021年8月15日,芝,1200,曇,良,2016102670,01109
202101020211,11,6,12,ロードアクア,牡5,56.0,団野,1:09.1,ハナ,2.0,6.1,34.6,3-3,栗東浅見,472(0),2021年8月15日,芝,1200,曇,良,2016101149,01180
202101020211,12,3,5,ジョーアラビカ,牡7,56.0,国分恭,1:09.2,クビ,10.0,17.2,34.0,11-11,栗東清水久,498(-2),2021年8月15日,芝,1200,曇,良,2014104076,01124
202101020211,13,5,9,エイティーンガール,牝5,55.0,横山和,1:09.4,1.1/4,5.0,8.8,33.6,16-12,栗東飯田祐,460(+8),2021年8月15日,芝,1200,曇,良,2016103143,01140
202101020211,14,8,15,ゴールドチャリス,牝3,48.0,竹之下,1:09.7,2,7.0,13.2,34.5,11-12,栗東武幸,416(+8),2021年8月15日,芝,1200,曇,良,2018105067,01036
202101020211,15,4,7,コロラトゥーレ,牝7,52.0,荻野琢,1:09.9,1.1/4,14.0,73.3,34.5,14-16,栗東梅田,454(-18),2021年8月15日,芝,1200,曇,良,2014102019,01112
202101020211,16,5,10,センショウユウト,牡6,54.0,吉田隼,1:10.1,1.1/2,15.0,85.8,34.9,11-12,栗東笹田,478(0),2021年8月15日,芝,1200,曇,良,2015106194,01095
202101020212,1,6,6,ソーヴァリアント,牡3,54.0,横山武,2:00.5,,1.0,1.4,34.8,2-2-2-1,美浦手塚,506(+4),2021年8月15日,芝,2000,曇,良,2018104662,01170
202101020212,2,4,4,プロース,牡5,57.0,吉田隼,2:01.1,3.1/2,4.0,24.9,35.0,3-3-3-3,美浦菊川,514(0),2021年8月15日,芝,2000,曇,良,2016102723,01095
202101020212,3,5,5,フジノロケット,牡4,57.0,菱田,2:01.2,クビ,5.0,37.5,34.8,7-7-8-6,地方米川昇,454(0),2021年8月15日,芝,2000,曇,良,2017100098,01144
202101020212,4,2,2,エイシンヒテン,牝3,52.0,団野,2:01.5,1.3/4,2.0,3.8,35.9,1-1-1-2,栗東渡辺,450(+8),2021年8月15日,芝,2000,曇,良,2018105909,01180
202101020212,5,8,8,セントオブゴールド,牡4,57.0,ルメー,2:01.8,2,3.0,5.2,35.7,5-5-3-3,美浦岩戸,458(+8),2021年8月15日,芝,2000,曇,良,2017105092,05339
202101020212,6,7,7,カサーレ,牝6,55.0,坂井,2:01.8,クビ,7.0,51.2,35.8,3-4-3-3,栗東吉岡,446(0),2021年8月15日,芝,2000,曇,良,2015105960,01163
202101020212,7,3,3,コロンドール,牡4,57.0,丹内,2:02.1,1.3/4,6.0,50.5,35.7,9-9-8-6,美浦和田雄,512(+18),2021年8月15日,芝,2000,曇,良,2017105253,01091
202101020212,8,8,9,デルマラピスラズリ,牡4,57.0,菊沢,2:02.2,1/2,9.0,168.3,36.0,5-5-6-9,美浦小野,520(-8),2021年8月15日,芝,2000,曇,良,2017100808,01161
202101020212,9,1,1,ルーチェデラヴィタ,牝4,55.0,水口,2:02.6,2.1/2,8.0,124.4,36.3,7-7-6-6,栗東須貝,450(-2),2021年8月15日,芝,2000,曇,良,2017100796,01133
202101020301,1,7,7,アンビション,牡2,54.0,ルメー,1:49.6,,1.0,1.3,36.4,8-8-7-2,美浦手塚,542(+4),2021年8月21日,芝,1800,晴,良,2019105335,05339
202101020301,2,6,6,ジョーカーブラウン,牡2,52.0,△秋山稔,1:49.7,1/2,4.0,13.9,37.1,2-2-2-1,美浦松山,510(-6),2021年8月21日,芝,1800,晴,良,2019103488,01181
202101020301,3,1,1,トップスティール,牡2,54.0,丹内,1:49.9,1.1/2,5.0,22.7,37.1,4-4-3-2,美浦深山,502(-6),2021年8月21日,芝,1800,晴,良,2019106387,01091
202101020301,4,2,2,ポイズンアロウ,牡2,54.0,横山武,1:50.2,1.1/2,3.0,7.2,37.1,7-6-5-5,美浦藤沢和,528(+2),2021年8月21日,芝,1800,晴,良,2019110073,01170
202101020301,5,5,5,マイムマイム,牝2,51.0,▲小沢,1:50.5,1.3/4,7.0,149.2,37.3,6-7-7-7,美浦小島,410(-6),2021年8月21日,芝,1800,晴,良,2019106229,01185
202101020301,6,4,4,ヒルノロワール,牡2,54.0,池添,1:50.5,クビ,2.0,4.5,37.5,4-5-5-2,栗東北出,486(-2),2021年8月21日,芝,1800,晴,良,2019106038,01032
202101020301,7,8,8,オーシンプラス,牡2,54.0,古川吉,1:53.1,大,8.0,161.6,40.5,1-1-1-6,栗東宮,462(+8),2021年8月21日,芝,1800,晴,良,2019103276,01015
202101020301,8,3,3,リュカイオス,牡2,54.0,菱田,1:54.6,9,6.0,70.3,41.7,2-2-3-8,栗東杉山佳,428(+2),2021年8月21日,芝,1800,晴,良,2019102515,01144
202101020302,1,6,6,コースタルテラス,牡2,54.0,ルメー,1:48.2,,1.0,3.2,39.6,3-3-3-2,美浦手塚,492(+6),2021年8月21日,ダ,1700,晴,良,2019105344,05339
202101020302,2,6,7,コパノニコルソン,牡2,53.0,☆亀田,1:49.0,5,6.0,12.6,40.0,9-9-7-6,栗東宮,502(-2),2021年8月21日,ダ,1700,晴,良,2019104116,01176
202101020302,3,5,5,メルト,牡2,54.0,的場,1:49.0,クビ,9.0,42.1,40.6,2-2-2-1,美浦的場,486(+4),2021年8月21日,ダ,1700,晴,良,2019103937,01108
202101020302,4,7,9,スマイルバック,牝2,54.0,横山和,1:49.3,1.3/4,5.0,11.7,40.6,3-4-4-3,栗東松永幹,464(0),2021年8月21日,ダ,1700,晴,良,2019105174,01140
202101020302,5,3,3,コスモガラクシア,牡2,54.0,丹内,1:49.5,1.1/2,3.0,4.6,40.6,6-6-5-7,美浦金成,468(0),2021年8月21日,ダ,1700,晴,良,2019105736,01091
202101020302,6,2,2,グレートバリア,牡2,52.0,△秋山稔,1:49.8,1.3/4,8.0,41.9,40.9,6-4-5-4,美浦相沢,474(-14),2021年8月21日,ダ,1700,晴,良,2019105882,01181
202101020302,7,7,8,ブルーロワイヤル,牡2,54.0,団野,1:50.8,6,2.0,4.4,41.2,9-9-9-9,栗東音無,504(-6),2021年8月21日,ダ,1700,晴,良,2019105046,01180
202101020302,8,4,4,デルマドワーフ,牡2,54.0,菊沢,1:51.9,7,11.0,184.3,42.2,11-11-10-10,美浦菊沢,450(-2),2021年8月21日,ダ,1700,晴,良,2019102122,01161
202101020302,9,8,10,アリシアン,牝2,54.0,横山武,1:52.0,1/2,4.0,5.8,42.8,6-8-8-8,美浦加藤征,492(-2),2021年8月21日,ダ,1700,晴,良,2019105940,01170
202101020302,10,8,11,ニケテア,牝2,51.0,▲小沢,1:52.5,3,10.0,90.2,42.4,3-6-11-11,美浦武井,456(+2),2021年8月21日,ダ,1700,晴,良,2019104335,01185
202101020302,11,1,1,フォルトゥナ,牡2,54.0,菱田,1:52.7,1,7.0,21.0,44.4,1-1-1-4,美浦中野,462(-2),2021年8月21日,ダ,1700,晴,良,2019104582,01144
202101020303,1,4,6,ルージュブラン,牝3,52.0,△秋山稔,1:47.3,,6.0,13.4,39.3,12-10-3-3,美浦手塚,460(+2),2021年8月21日,ダ,1700,晴,良,2018104601,01181
202101020303,2,5,8,クアドリフォリオ,牝3,54.0,国分恭,1:47.3,クビ,11.0,59.6,38.8,9-7-6-4,美浦和田郎,500(+6),2021年8月21日,ダ,1700,晴,良,2018102052,01124
202101020303,3,3,4,ラフルオリータ,牝3,54.0,菊沢,1:47.6,1.3/4,3.0,5.1,39.0,10-10-8-6,栗東松永幹,514(+14),2021年8月21日,ダ,1700,晴,良,2018105342,01161
202101020303,4,6,9,ララパピヨンドメル,牝3,54.0,ルメー,1:47.8,1.1/2,1.0,2.4,39.5,7-7-4-4,美浦手塚,440(-8),2021年8月21日,ダ,1700,晴,良,2018105805,05339
202101020303,5,8,14,スパラキシス,牝3,54.0,丹内,1:48.0,1,13.0,100.9,40.1,2-3-2-2,美浦宗像,468(+6),2021年8月21日,ダ,1700,晴,良,2018100758,01091
202101020303,6,6,10,イフィゲニア,牝3,54.0,荻野琢,1:48.1,1/2,7.0,18.3,39.1,14-14-12-8,栗東角田,522(+6),2021年8月21日,ダ,1700,晴,良,2018100651,01112
202101020303,7,1,1,クリノラピッド,牝3,54.0,吉田隼,1:48.1,ハナ,8.0,20.4,39.3,12-13-10-9,美浦伊藤伸,458(-2),2021年8月21日,ダ,1700,晴,良,2018106397,01095
202101020303,8,3,3,コニャックダイヤ,牝3,54.0,坂井,1:48.7,3.1/2,5.0,12.6,40.2,5-5-6-6,栗東吉田,438(-4),2021年8月21日,ダ,1700,晴,良,2018104306,01163
202101020303,9,7,11,パラマウント,牝3,54.0,団野,1:48.8,3/4,4.0,10.2,40.9,2-2-1-1,栗東野中,422(+2),2021年8月21日,ダ,1700,晴,良,2018106750,01180
202101020303,10,2,2,ネオイリス,牝3,53.0,☆泉谷,1:49.8,6,10.0,44.4,41.2,4-3-8-10,美浦鈴木伸,432(+4),2021年8月21日,ダ,1700,晴,良,2018106839,01182
202101020303,11,4,5,コートゴシップ,牝3,54.0,藤岡佑,1:49.8,クビ,9.0,35.6,40.7,10-10-14-11,栗東高橋忠,454(+10),2021年8月21日,ダ,1700,晴,良,2018100686,01093
202101020303,12,7,12,ディキシー,牝3,51.0,▲小沢,1:50.4,3.1/2,12.0,71.0,41.6,7-7-10-11,栗東小崎,440(0),2021年8月21日,ダ,1700,晴,良,2018103695,01185
202101020303,13,8,13,リープ,牝3,52.0,△山田,1:52.7,大,14.0,260.1,43.8,5-6-12-13,美浦高橋裕,472(+4),2021年8月21日,ダ,1700,晴,良,2018102300,01173
202101020303,中止,5,7,フェミニン,牝3,54.0,横山武,,,2.0,4.8,,1-1-4-14,栗東上村,516(-6),2021年8月21日,ダ,1700,晴,良,2018100497,01170
202101020304,1,8,15,シュアーヴアリア,牝3,54.0,丹内,1:09.7,,2.0,4.5,34.9,8-6,美浦高橋裕,472(+2),2021年8月21日,芝,1200,晴,良,2018100756,01091
202101020304,2,2,4,バーニングパワー,牝3,54.0,古川吉,1:09.8,3/4,11.0,41.8,35.2,4-6,栗東鮫島,462(-4),2021年8月21日,芝,1200,晴,良,2018103200,01015
202101020304,3,4,7,タイセイブレイズ,牡3,56.0,吉田隼,1:09.9,1/2,8.0,22.0,35.3,4-4,栗東牧浦,460(-2),2021年8月21日,芝,1200,晴,良,2018102969,01095
202101020304,4,2,3,ウインカンターレ,牝3,53.0,☆泉谷,1:09.9,ハナ,4.0,8.3,35.3,4-4,美浦上原,486(+10),2021年8月21日,芝,1200,晴,良,2018101639,01182
202101020304,5,3,5,ミニマリズム,牝3,54.0,池添,1:10.0,3/4,6.0,15.7,35.2,8-9,美浦田中博,426(0),2021年8月21日,芝,1200,晴,良,2018104854,01032
202101020304,6,8,16,エスタンピージャ,牝3,54.0,菊沢,1:10.0,アタマ,13.0,135.8,35.6,2-2,美浦加藤和,474(+12),2021年8月21日,芝,1200,晴,良,2018103491,01161
202101020304,7,5,10,ネイキッドロマンス,牝3,52.0,△秋山稔,1:10.1,1/2,9.0,30.4,35.2,12-12,美浦尾関,456(+2),2021年8月21日,芝,1200,晴,良,2018110051,01181
202101020304,8,4,8,トーアアネラ,牝3,51.0,▲小沢,1:10.1,アタマ,5.0,12.4,35.7,1-1,栗東牧田,456(-2),2021年8月21日,芝,1200,晴,良,2018105743,01185
202101020304,9,1,1,セブンシーズ,牝3,54.0,横山武,1:10.2,クビ,1.0,2.9,35.4,8-9,美浦鹿戸,430(-2),2021年8月21日,芝,1200,晴,良,2018105313,01170
202101020304,10,5,9,トラストドーベル,牝3,54.0,吉田豊,1:10.2,ハナ,12.0,78.1,35.0,13-13,美浦高橋文,490(+14),2021年8月21日,芝,1200,晴,良,2018102231,00733
202101020304,11,1,2,フランクエトワール,牡3,56.0,ルメー,1:10.2,アタマ,3.0,4.7,35.4,8-11,栗東松永昌,462(-2),2021年8月21日,芝,1200,晴,良,2018110008,05339
202101020304,12,3,6,フォルツァーレ,セ3,53.0,▲小林凌,1:10.3,1/2,16.0,205.5,35.2,13-13,栗東松下,448(+2),2021年8月21日,芝,1200,晴,良,2018106114,01177
202101020304,13,6,12,マニトゥーリン,牝3,54.0,坂井,1:10.6,2,7.0,18.8,36.2,2-2,栗東吉田,426(-6),2021年8月21日,芝,1200,晴,良,2018105128,01163
202101020304,14,7,13,ルージュエトワール,牝3,54.0,横山和,1:10.6,クビ,10.0,36.0,35.4,13-15,栗東中内田,396(+2),2021年8月21日,芝,1200,晴,良,2018105708,01140
202101020304,15,7,14,ハートフルワールド,牝3,54.0,団野,1:10.8,1,14.0,146.8,36.1,4-6,栗東牧浦,460(+4),2021年8月21日,芝,1200,晴,良,2018106484,01180
202101020304,16,6,11,リナーシェ,牝3,51.0,▲西谷凜,1:10.9,クビ,15.0,168.7,35.4,16-15,栗東四位,408(+2),2021年8月21日,芝,1200,晴,良,2018103081,01189
202101020305,1,5,8,ウォーターナビレラ,牝2,54.0,吉田隼,1:31.4,,6.0,16.8,34.8,1-1-1,栗東武幸,464(0),2021年8月21日,芝,1500,晴,良,2019102788,01095
202101020305,2,3,3,カルチェリノイオリ,牝2,52.0,△山田,1:31.7,1.3/4,10.0,46.9,34.8,4-4-5,美浦粕谷,424(0),2021年8月21日,芝,1500,晴,良,2019105750,01173
202101020305,3,6,10,オーソレミオ,牝2,54.0,横山和,1:31.8,1/2,2.0,3.8,35.2,2-2-2,栗東昆,446(0),2021年8月21日,芝,1500,晴,良,2019106198,01140
202101020305,4,4,6,スミ,牝2,54.0,池添,1:31.9,3/4,9.0,43.7,34.9,6-4-4,栗東高橋亮,456(0),2021年8月21日,芝,1500,晴,良,2019106604,01032
202101020305,5,8,13,テンメジャーガール,牝2,51.0,▲小沢,1:32.0,1/2,3.0,4.5,35.3,2-3-2,栗東高柳大,472(0),2021年8月21日,芝,1500,晴,良,2019104549,01185
202101020305,6,4,5,ルージュレイア,牝2,54.0,横山武,1:32.1,3/4,4.0,7.5,35.2,4-4-5,美浦尾関,440(0),2021年8月21日,芝,1500,晴,良,2019104829,01170
202101020305,7,3,4,テーオーティラミス,牝2,54.0,古川吉,1:32.5,2.1/2,7.0,26.4,35.4,6-7-7,栗東宮,460(0),2021年8月21日,芝,1500,晴,良,2019104747,01015
202101020305,8,5,7,フローラルビアンカ,牝2,54.0,藤岡佑,1:33.1,3.1/2,5.0,13.0,36.0,10-7-7,栗東田中克,468(0),2021年8月21日,芝,1500,晴,良,2019105358,01093
202101020305,9,2,2,シルバーオーク,牝2,54.0,菱田,1:33.2,3/4,12.0,92.1,35.4,11-11-11,美浦畠山,422(0),2021年8月21日,芝,1500,晴,良,2019100088,01144
202101020305,10,8,14,ベストスマイル,牝2,54.0,ルメー,1:33.2,クビ,1.0,3.4,35.8,11-9-9,美浦池上,432(0),2021年8月21日,芝,1500,晴,良,2019105266,05339
202101020305,11,6,9,レアリアルノーヴ,牝2,54.0,丹内,1:33.8,3.1/2,13.0,222.7,36.4,8-9-9,美浦伊藤伸,474(0),2021年8月21日,芝,1500,晴,良,2019102796,01091
202101020305,12,7,11,ナイルプロジェクト,牝2,54.0,坂井,1:34.6,5,11.0,73.4,36.3,13-13-12,美浦高柳瑞,440(0),2021年8月21日,芝,1500,晴,良,2019103028,01163
202101020305,13,1,1,アタカマリン,牝2,54.0,横山典,1:36.7,大,8.0,27.7,38.9,8-11-12,栗東昆,482(0),2021年8月21日,芝,1500,晴,良,2019100325,00660
202101020305,取消,7,12,マアイノマ,牝2,54.0,黛,,,,,,,美浦中野,,2021年8月21日,芝,1500,晴,良,2019100022,01109
202101020306,1,7,12,キュン,牝3,54.0,横山武,1:47.4,,2.0,4.3,37.6,3-3-3-2,美浦戸田,454(+4),2021年8月21日,ダ,1700,晴,良,2018102433,01170
202101020306,2,5,8,ランスルー,牡3,56.0,ルメー,1:47.8,2.1/2,1.0,2.4,37.8,6-7-8-4,美浦小笠,544(+6),2021年8月21日,ダ,1700,晴,良,2018102062,05339
202101020306,3,5,7,シャトワイエー,牝3,54.0,菱田,1:47.8,クビ,7.0,15.8,38.1,2-2-2-1,栗東岡田,446(+14),2021年8月21日,ダ,1700,晴,良,2018104342,01144
202101020306,4,3,3,エナジーボーイ,牡3,56.0,古川吉,1:48.0,1,4.0,6.2,37.5,13-13-11-6,美浦石毛,450(-2),2021年8月21日,ダ,1700,晴,良,2018100892,01015
202101020306,5,4,6,リリーマイウェー,牡3,53.0,▲小沢,1:48.1,3/4,5.0,15.5,38.2,5-5-4-4,栗東池添兼,470(-6),2021年8月21日,ダ,1700,晴,良,2018100195,01185
202101020306,6,7,11,スミソニアン,牡3,56.0,吉田隼,1:48.5,2.1/2,3.0,5.3,38.6,8-7-4-6,美浦久保田,444(-1),2021年8月21日,ダ,1700,晴,良,2018101031,01095
202101020306,7,6,10,スワーヴジョーダン,セ3,56.0,松田,1:48.9,2.1/2,6.0,15.8,38.6,10-10-9-9,美浦田中博,440(-6),2021年8月21日,ダ,1700,晴,良,2018104728,01030
202101020306,8,1,1,セブンパワー,セ3,56.0,黛,1:48.9,クビ,13.0,241.4,38.2,12-11-12-12,美浦武井,456(-6),2021年8月21日,ダ,1700,晴,良,2018101281,01109
202101020306,9,4,5,スズロビンソン,牡3,54.0,△山田,1:49.4,3,8.0,27.5,39.5,3-3-4-6,美浦高橋裕,484(-2),2021年8月21日,ダ,1700,晴,良,2018100750,01173
202101020306,10,8,13,ルナレインボー,牝3,54.0,荻野琢,1:49.6,1.1/2,11.0,196.8,39.9,1-1-1-3,栗東小林,464(-12),2021年8月21日,ダ,1700,晴,良,2018103129,01112
202101020306,11,2,2,ノーブルアイランド,牡3,56.0,藤岡佑,1:49.6,ハナ,10.0,148.7,38.8,11-11-12-13,栗東宮本,470(+8),2021年8月21日,ダ,1700,晴,良,2018100481,01093
202101020306,12,3,4,ジュエルシーカー,牝3,54.0,勝浦,1:50.0,2.1/2,9.0,102.5,39.7,8-9-9-9,美浦田村,424(+6),2021年8月21日,ダ,1700,晴,良,2018106087,01025
202101020306,13,6,9,レースアルカーナ,牝3,54.0,国分恭,1:50.8,5,12.0,218.1,40.9,6-5-4-11,栗東梅田,452(0),2021年8月21日,ダ,1700,晴,良,2018102165,01124
202101020306,14,8,14,ルピナスアイ,牝3,54.0,原田和,1:55.4,大,14.0,433.5,43.6,14-14-14-14,美浦小桧山,474(+12),2021年8月21日,ダ,1700,晴,良,2018106912,01143
202101020307,1,5,9,ビューティーウェイ,牝3,54.0,吉田隼,2:00.8,,1.0,3.5,36.0,12-13-10-8,栗東須貝,440(-2),2021年8月21日,芝,2000,晴,良,2018105115,01095
202101020307,2,7,13,ラヴィエント,牝3,54.0,池添,2:01.1,1.3/4,2.0,4.5,36.4,8-6-8-5,栗東池添学,468(-6),2021年8月21日,芝,2000,晴,良,2018105330,01032
202101020307,3,5,10,ピアチェーレ,牝3,54.0,菊沢,2:01.4,2,14.0,71.9,36.4,12-12-13-10,美浦菊沢,434(-8),2021年8月21日,芝,2000,晴,良,2018104950,01161
202101020307,4,1,2,マイネルダグラス,牡3,56.0,坂井,2:01.4,ハナ,3.0,5.9,37.6,2-2-2-1,美浦相沢,502(-10),2021年8月21日,芝,2000,晴,良,2018102148,01163
202101020307,5,2,3,メイショウシンウチ,牡3,53.0,▲小沢,2:01.7,1.3/4,6.0,10.6,37.1,6-6-6-5,栗東荒川,490(+4),2021年8月21日,芝,2000,晴,良,2018106523,01185
202101020307,6,1,1,マイネルグロース,牡3,56.0,丹内,2:01.9,1.1/4,8.0,16.3,37.1,8-10-10-8,美浦金成,452(+8),2021年8月21日,芝,2000,晴,良,2018101771,01091
202101020307,7,6,11,グラヴィテ,牝3,54.0,横山武,2:02.0,1/2,5.0,10.0,37.7,4-4-4-2,栗東鮫島,494(+8),2021年8月21日,芝,2000,晴,良,2018103603,01170
202101020307,8,4,7,ラップリーダー,牡3,54.0,△秋山稔,2:02.0,ハナ,10.0,42.6,37.2,6-6-10-12,美浦小笠,462(+2),2021年8月21日,芝,2000,晴,良,2018104755,01181
202101020307,9,3,6,ムラサメマル,牡3,53.0,▲小林凌,2:02.0,クビ,12.0,64.3,37.1,11-11-13-10,美浦尾形,452(-2),2021年8月21日,芝,2000,晴,良,2018100992,01177
202101020307,10,7,14,キタノオーシャン,牡3,54.0,△山田,2:02.1,1/2,15.0,96.1,36.9,14-14-15-12,美浦高木,458(0),2021年8月21日,芝,2000,晴,良,2018106264,01173
202101020307,11,3,5,シーチェンジ,牝3,54.0,横山和,2:02.2,クビ,7.0,14.6,37.7,15-15-5-5,美浦和田勇,426(+8),2021年8月21日,芝,2000,晴,良,2018105512,01140
202101020307,12,4,8,ハムレボ,牡3,55.0,☆泉谷,2:02.4,1,4.0,8.3,38.2,10-6-3-2,美浦手塚,510(-4),2021年8月21日,芝,2000,晴,良,2018104078,01182
202101020307,13,8,16,マリノアルカディア,牝3,54.0,団野,2:04.4,大,11.0,59.4,40.6,1-1-1-4,美浦天間,448(0),2021年8月21日,芝,2000,晴,良,2018100254,01180
202101020307,14,8,15,エルファシル,牡3,56.0,藤岡佑,2:05.8,8,9.0,27.1,41.1,4-4-8-14,栗東吉岡,466(-2),2021年8月21日,芝,2000,晴,良,2018103923,01093
202101020307,15,6,12,ミルヒライス,牝3,54.0,古川吉,2:06.1,2,13.0,64.8,41.5,2-2-6-15,栗東高柳大,496(+5),2021年8月21日,芝,2000,晴,良,2018104810,01015
202101020307,16,2,4,サピエンシア,牝3,54.0,勝浦,2:08.8,大,16.0,405.7,41.5,15-16-16-16,美浦上原,444(+9),2021年8月21日,芝,2000,晴,良,2018103046,01025
202101020308,1,5,5,ブーケオブアイリス,牡3,54.0,ルメー,0:59.9,,1.0,2.0,35.3,8-6,美浦杉浦,496(+2),2021年8月21日,ダ,1000,晴,良,2018104592,05339
202101020308,2,6,7,ランランウイング,牝5,52.0,▲小沢,0:59.9,クビ,2.0,5.1,35.2,9-9,栗東今野,472(-2),2021年8月21日,ダ,1000,晴,良,2016102421,01185
202101020308,3,7,9,ディーズローリエ,牝4,55.0,菱田,1:00.0,3/4,3.0,6.0,35.7,5-4,栗東岡田,458(+20),2021年8月21日,ダ,1000,晴,良,2017103952,01144
202101020308,4,1,1,シロイスズメ,牡4,57.0,松田,1:00.2,1,5.0,13.8,36.3,1-1,美浦尾形,504(-2),2021年8月21日,ダ,1000,晴,良,2017104214,01030
202101020308,5,8,12,フィールドモーリス,牡3,53.0,☆泉谷,1:00.4,1.1/4,6.0,14.4,36.4,2-2,栗東西園,464(-2),2021年8月21日,ダ,1000,晴,良,2018102719,01182
202101020308,6,5,6,キョシンタンカイ,牡4,57.0,菊沢,1:00.5,1/2,10.0,47.8,36.1,6-6,美浦武市,514(-6),2021年8月21日,ダ,1000,晴,良,2017100554,01161
202101020308,7,3,3,ヴィクトリアポデル,牡5,54.0,▲小林凌,1:00.8,1.3/4,4.0,11.4,36.1,9-9,美浦杉浦,498(-6),2021年8月21日,ダ,1000,晴,良,2016100824,01177
202101020308,8,2,2,ビュヴォン,牡3,51.0,▲西谷凜,1:00.9,1/2,8.0,26.0,36.5,6-6,栗東岡田,498(+4),2021年8月21日,ダ,1000,晴,良,2018102001,01189
202101020308,9,7,10,エンジェルティアラ,牝4,53.0,△秋山稔,1:01.0,クビ,7.0,16.5,37.0,2-2,美浦辻,476(0),2021年8月21日,ダ,1000,晴,良,2017103329,01181
202101020308,10,6,8,キョウエイロナ,牝3,51.0,☆亀田,1:01.0,ハナ,11.0,101.0,35.9,12-12,美浦萱野,422(-8),2021年8月21日,ダ,1000,晴,良,2018104298,01176
202101020308,11,8,11,アドマイヤレオ,セ5,57.0,黛,1:01.1,1/2,12.0,101.5,36.2,11-11,美浦柄崎,480(+12),2021年8月21日,ダ,1000,晴,良,2016104442,01109
202101020308,12,4,4,フロイデ,セ6,57.0,丹内,1:01.3,1.1/2,9.0,31.6,37.1,4-4,美浦本間,494(-2),2021年8月21日,ダ,1000,晴,良,2015101248,01091
202101020309,1,5,5,ペプチドヒミコ,牝4,55.0,ルメー,1:45.9,,1.0,2.5,37.1,9-8-4-2,栗東武英,480(+10),2021年8月21日,ダ,1700,晴,良,2017105996,05339
202101020309,2,5,6,ペイルライダー,牝3,52.0,吉田隼,1:47.0,7,3.0,5.8,37.7,6-6-9-6,栗東角田,478(+6),2021年8月21日,ダ,1700,晴,良,2018105205,01095
202101020309,3,2,2,アンジェリーブル,牝5,55.0,丹内,1:47.3,1.1/2,4.0,9.0,38.3,3-3-6-4,美浦藤原辰,474(0),2021年8月21日,ダ,1700,晴,良,2016105686,01091
202101020309,4,8,11,レッドエステーラ,牝5,55.0,藤岡佑,1:47.3,クビ,9.0,67.4,37.8,12-12-10-8,栗東田中克,420(+2),2021年8月21日,ダ,1700,晴,良,2016104643,01093
202101020309,5,6,7,シャルドネ,牝4,52.0,▲小林凌,1:47.4,クビ,10.0,75.0,38.6,3-3-4-4,栗東浜田,460(+6),2021年8月21日,ダ,1700,晴,良,2017100373,01177
202101020309,6,4,4,ノワールフレグラン,牝4,52.0,▲小沢,1:47.6,1.1/2,7.0,34.9,38.5,8-8-8-6,栗東西村,444(0),2021年8月21日,ダ,1700,晴,良,2017105454,01185
202101020309,7,7,9,レープハフト,牝3,52.0,菱田,1:47.7,クビ,6.0,14.1,39.2,5-5-2-1,美浦宮田,462(0),2021年8月21日,ダ,1700,晴,良,2018101988,01144
202101020309,8,1,1,ファーストソリスト,牝3,52.0,団野,1:48.3,3.1/2,2.0,3.2,39.8,1-1-1-2,栗東吉村,486(-8),2021年8月21日,ダ,1700,晴,良,2018105405,01180
202101020309,9,7,10,リュヌドミエル,牝4,55.0,坂井,1:48.6,1.3/4,8.0,35.6,38.6,11-10-12-10,美浦鈴木慎,450(+10),2021年8月21日,ダ,1700,晴,良,2017102910,01163
202101020309,10,3,3,パルクールラン,牝3,51.0,☆泉谷,1:48.7,3/4,5.0,10.0,39.7,2-2-6-8,栗東小崎,414(+2),2021年8月21日,ダ,1700,晴,良,2018103693,01182
202101020309,11,8,12,ヒューリット,牝3,51.0,☆亀田,1:50.6,大,12.0,119.0,40.9,9-10-11-12,美浦畠山,506(+6),2021年8月21日,ダ,1700,晴,良,2018106134,01176
202101020309,中止,6,8,ユウチャファスト,牝4,53.0,△秋山稔,,,11.0,76.8,,6-6-2-10,美浦黒岩,444(-2),2021年8月21日,ダ,1700,晴,良,2017104309,01181
202101020310,1,4,7,ケルンキングダム,セ5,57.0,国分恭,2:01.3,,7.0,22.6,35.3,8-7-7-5,栗東小崎,442(-6),2021年8月21日,芝,2000,晴,良,2016102113,01124
