着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),date,race_type,course_ren,weather,ground_state,horse_id,jockey_id
202101010301,13,4,7,キタノフェスタ,牝3,51.0,▲小林凌,1:09.5,クビ,15.0,222.4,35.0,11-13,美浦天間,380(-6),2021年6月19日,芝,1200,晴,良,2018100556,01177
202101010301,14,8,15,オマツリサンバ,牝3,50.0,★永島,1:10.3,5,10.0,41.9,35.4,14-13,栗東高橋康,444(+18),2021年6月19日,芝,1200,晴,良,2018103157,01187
202101010301,15,3,5,フルオブハピネス,牝3,52.0,△山田,1:10.5,1.1/2,16.0,245.4,36.5,6-9,美浦粕谷,422(-10),2021年6月19日,芝,1200,晴,良,2018106421,01173
202101010301,16,5,9,ミスティックアイル,牝3,54.0,吉田隼,1:10.6,クビ,3.0,4.7,36.8,2-5,栗東牧浦,448(0),2021年6月19日,芝,1200,晴,良,2018105288,01095
202101010302,1,7,11,ロンズデーライト,牡3,56.0,吉田隼,1:47.8,,3.0,4.9,38.6,2-1-1-1,栗東池添学,494(-8),2021年6月19日,ダ,1700,晴,良,2018105129,01095
202101010302,2,1,1,ウォリアープライド,牡3,56.0,横山和,1:48.5,4,1.0,3.2,38.8,12-12-3-2,栗東松永幹,464(-6),2021年6月19日,ダ,1700,晴,良,2018104552,01140
202101010302,3,2,2,メイショウケンジャ,牡3,56.0,菱田,1:48.9,2,2.0,4.9,38.4,10-11-11-9,栗東高橋亮,494(0),2021年6月19日,ダ,1700,晴,良,2018106496,01144
202101010302,4,8,12,セルヴォ,牡3,56.0,国分恭,1:49.1,1.1/2,7.0,24.5,39.2,13-13-4-4,栗東大根田,464(+2),2021年6月19日,ダ,1700,晴,良,2018104222,01124
202101010302,5,7,10,ガリレオインパクト,牝3,54.0,藤岡佑,1:49.1,アタマ,4.0,6.2,39.1,4-4-6-4,栗東中内田,444(0),2021年6月19日,ダ,1700,晴,良,2018104995,01093
202101010302,6,4,5,ブラッティーキッド,牡3,56.0,水口,1:49.3,3/4,8.0,26.8,39.0,10-8-9-7,栗東中尾,498(-8),2021年6月19日,ダ,1700,晴,良,2018103954,01133
202101010302,7,5,7,ヤマイチキャプテン,牡3,53.0,▲横山琉,1:49.6,1.3/4,11.0,51.1,39.4,4-6-7-7,美浦大江原,494(-2),2021年6月19日,ダ,1700,晴,良,2018102354,01192
202101010302,8,4,4,バケル,牡3,55.0,☆亀田,1:50.0,2.1/2,9.0,28.7,39.4,7-8-11-11,栗東平田,486(-4),2021年6月19日,ダ,1700,晴,良,2018101597,01176
202101010302,9,3,3,ラトゥールレディー,牝3,51.0,▲小沢,1:50.0,クビ,12.0,61.6,39.0,7-8-13-13,栗東西村,486(+2),2021年6月19日,ダ,1700,晴,良,2018105002,01185
202101010302,10,6,8,ラストストーリー,牡3,54.0,△山田,1:50.3,1.3/4,10.0,33.8,40.0,1-3-9-12,美浦小桧山,420(+6),2021年6月19日,ダ,1700,晴,良,2018106918,01173
202101010302,11,6,9,ニシノワクテカ,牡3,56.0,勝浦,1:50.5,1.1/4,5.0,6.7,40.6,7-6-4-6,美浦的場,454(-12),2021年6月19日,ダ,1700,晴,良,2018101909,01025
202101010302,12,8,13,シルヴェラード,牡3,56.0,坂井,1:50.7,1.1/4,13.0,144.1,41.4,4-2-2-3,美浦田島,428(-6),2021年6月19日,ダ,1700,晴,良,2018103959,01163
202101010302,13,5,6,テキサスブロンコ,牡3,56.0,大野,1:51.5,5,6.0,23.7,41.3,3-5-7-9,美浦高木,458(-2),2021年6月19日,ダ,1700,晴,良,2018102003,01096
202101010303,1,6,9,エルディアブロ,牡3,56.0,団野,2:40.8,,2.0,3.9,37.0,6-5-4-2,栗東佐々木,446(0),2021年6月19日,芝,2600,晴,良,2018104512,01180
202101010303,2,7,10,ブレスオブライフ,牡3,56.0,荻野琢,2:40.9,3/4,9.0,36.9,36.1,11-11-11-9,栗東寺島,464(+12),2021年6月19日,芝,2600,晴,良,2018106808,01112
202101010303,3,1,1,マッソニアーナ,牡3,52.0,★永島,2:41.3,2.1/2,4.0,5.1,37.1,6-7-6-6,栗東松下,454(-4),2021年6月19日,芝,2600,晴,良,2018100834,01187
202101010303,4,5,6,ポンフー,牡3,56.0,勝浦,2:41.3,アタマ,13.0,81.0,37.0,9-8-6-6,美浦田村,492(-2),2021年6月19日,芝,2600,晴,良,2018100755,01025
202101010303,5,4,5,グレイシャーベイ,牡3,54.0,△泉谷,2:41.5,3/4,3.0,4.1,38.2,1-1-1-1,栗東浅見,454(+10),2021年6月19日,芝,2600,晴,良,2018110042,01182
202101010303,6,8,12,ジャストフィット,牡3,56.0,横山和,2:41.5,ハナ,10.0,37.7,38.0,2-2-2-2,美浦藤沢和,500(-6),2021年6月19日,芝,2600,晴,良,2018110105,01140
202101010303,7,4,4,ブライエス,牝3,54.0,国分恭,2:41.5,アタマ,12.0,71.0,37.7,5-5-4-4,栗東高野,446(+14),2021年6月19日,芝,2600,晴,良,2018102037,01124
202101010303,8,2,2,サンマルビクトリー,牡3,56.0,古川吉,2:41.7,1.1/2,11.0,50.4,37.2,8-8-9-8,栗東牧浦,498(-8),2021年6月19日,芝,2600,晴,良,2018100111,01015
202101010303,9,3,3,レッドクラーガ,牡3,56.0,吉田隼,2:42.7,6,8.0,28.7,36.8,13-13-12-12,美浦大竹,444(-10),2021年6月19日,芝,2600,晴,良,2018104851,01095
202101010303,10,8,13,ラジェドール,牡3,56.0,大野,2:42.7,クビ,6.0,20.8,36.7,12-12-13-12,美浦小笠,498(+8),2021年6月19日,芝,2600,晴,良,2018105810,01096
202101010303,11,5,7,コーズウェイヘッド,牝3,54.0,坂井,2:42.8,1/2,5.0,15.9,39.3,2-2-2-4,栗東鮫島,488(-2),2021年6月19日,芝,2600,晴,良,2018110016,01163
202101010303,12,6,8,スパークフューチャ,牡3,55.0,☆亀田,2:42.9,1/2,7.0,23.4,38.3,10-10-10-10,美浦小島,424(+2),2021年6月19日,芝,2600,晴,良,2018105104,01176
202101010303,13,7,11,ワセダハーツ,牡3,53.0,▲小沢,2:45.5,大,1.0,3.6,41.2,2-2-6-11,栗東橋口,426(+2),2021年6月19日,芝,2600,晴,良,2018104729,01185
202101010304,1,7,9,ディーエスボンバー,牡3,56.0,菱田,1:47.1,,4.0,11.5,38.9,5-5-2-1,栗東岡田,476(-4),2021年6月19日,ダ,1700,曇,良,2018103094,01144
202101010304,2,6,7,ジョークラッシャー,セ3,56.0,荻野琢,1:47.3,1.1/2,1.0,1.8,39.2,3-3-2-2,栗東大久保,546(+8),2021年6月19日,ダ,1700,曇,良,2018105412,01112
202101010304,3,5,5,エアセイラン,牡3,56.0,池添,1:48.0,4,2.0,4.6,39.5,7-7-6-3,美浦田中博,484(-2),2021年6月19日,ダ,1700,曇,良,2018106689,01032
202101010304,4,3,3,キタノプレアー,牡3,54.0,△山田,1:48.7,4,11.0,234.1,38.9,7-9-10-9,美浦土田,462(-2),2021年6月19日,ダ,1700,曇,良,2018101377,01173
202101010304,5,6,8,アブルマドール,牡3,56.0,横山和,1:49.5,5,5.0,11.5,40.3,11-10-8-4,栗東安田翔,478(-6),2021年6月19日,ダ,1700,曇,良,2018105010,01140
202101010304,6,7,10,フォトンストリーム,牡3,56.0,黛,1:49.5,ハナ,12.0,355.9,39.3,12-12-11-11,美浦浅野,406(+2),2021年6月19日,ダ,1700,曇,良,2018101099,01109
202101010304,7,4,4,マーブルウェイ,牡3,53.0,▲小沢,1:50.1,3.1/2,8.0,41.5,41.6,5-5-6-7,栗東西園,460(-2),2021年6月19日,ダ,1700,曇,良,2018101449,01185
202101010304,8,5,6,ミスズメジャー,牡3,56.0,古川吉,1:50.1,アタマ,6.0,18.2,41.8,3-3-5-7,栗東上村,472(+8),2021年6月19日,ダ,1700,曇,良,2018106380,01015
202101010304,9,1,1,メイショウムート,牡3,52.0,★永島,1:50.3,1,7.0,37.3,39.8,10-10-12-12,栗東渡辺,436(-8),2021年6月19日,ダ,1700,曇,良,2018106616,01187
202101010304,10,8,12,メイショウシンウチ,牡3,56.0,団野,1:50.7,2.1/2,3.0,5.5,42.5,1-2-2-4,栗東荒川,484(+8),2021年6月19日,ダ,1700,曇,良,2018106523,01180
202101010304,11,2,2,ビクトリージャック,牡3,55.0,☆亀田,1:51.7,6,10.0,153.0,42.5,9-8-8-10,栗東高橋忠,500(-2),2021年6月19日,ダ,1700,曇,良,2018105591,01176
202101010304,12,8,11,マイネルニゲラ,牡3,56.0,丹内,1:52.8,7,9.0,62.5,45.3,2-1-1-4,美浦小笠,496(-2),2021年6月19日,ダ,1700,曇,良,2018101447,01091
202101010305,1,6,7,ポメランチェ,牝2,54.0,藤岡佑,1:07.9,,3.0,7.1,34.3,1-1,栗東牧田,392(0),2021年6月19日,芝,1200,曇,良,2019104693,01093
202101010305,2,8,11,ナムラリコリス,牝2,52.0,△泉谷,1:08.5,4,8.0,15.7,34.3,4-2,栗東大橋,464(0),2021年6月19日,芝,1200,曇,良,2019102534,01182
202101010305,3,5,5,フリートオブフット,牝2,54.0,横山武,1:09.0,3,1.0,4.1,35.1,2-2,美浦奥村武,442(0),2021年6月19日,芝,1200,曇,良,2019105238,01170
202101010305,4,4,4,ロジマギーゴー,牝2,54.0,吉田隼,1:09.1,1/2,6.0,9.9,34.6,7-5,栗東須貝,444(0),2021年6月19日,芝,1200,曇,良,2019105196,01095
202101010305,5,1,1,ミウィ,牝2,54.0,古川吉,1:09.2,アタマ,10.0,52.7,34.2,8-8,美浦大江原,424(0),2021年6月19日,芝,1200,曇,良,2019100122,01015
202101010305,6,6,8,コスモツカサ,牝2,54.0,丹内,1:09.3,3/4,2.0,4.7,35.1,4-4,美浦伊藤大,428(0),2021年6月19日,芝,1200,曇,良,2019100052,01091
202101010305,7,7,9,ワンエルメス,牝2,50.0,★永島,1:09.5,1.1/4,4.0,7.4,34.6,8-8,美浦手塚,450(0),2021年6月19日,芝,1200,曇,良,2019102293,01187
202101010305,8,5,6,ニシノタマユラ,牝2,54.0,黛,1:09.8,2,5.0,8.5,35.8,3-6,美浦深山,456(0),2021年6月19日,芝,1200,曇,良,2019100936,01109
202101010305,9,8,12,アンドレア,牝2,54.0,団野,1:10.6,5,11.0,54.6,34.5,11-10,栗東茶木,452(0),2021年6月19日,芝,1200,曇,良,2019106222,01180
202101010305,10,3,3,ロングセラーアスク,牝2,54.0,荻野琢,1:10.8,1,7.0,11.2,34.5,12-11,栗東梅田,376(0),2021年6月19日,芝,1200,曇,良,2019101080,01112
202101010305,11,2,2,ユメコイ,牝2,54.0,池添,1:11.3,3,9.0,24.9,37.0,6-6,栗東飯田祐,408(0),2021年6月19日,芝,1200,曇,良,2019103121,01032
202101010305,12,7,10,パラディネーヴェ,牝2,54.0,大野,1:12.9,10,12.0,94.5,37.0,10-11,美浦田中剛,420(0),2021年6月19日,芝,1200,曇,良,2019104778,01096
202101010306,1,7,7,アーリーレッグ,牡2,54.0,横山武,1:01.5,,1.0,1.8,36.8,2-2,美浦伊藤圭,446(0),2021年6月19日,ダ,1000,曇,良,2019105991,01170
202101010306,2,4,4,エムティゲラン,牡2,54.0,横山和,1:01.6,1/2,3.0,7.3,36.7,3-3,美浦小野,436(0),2021年6月19日,ダ,1000,曇,良,2019103923,01140
202101010306,3,2,2,タマモベローナ,牝2,54.0,菱田,1:02.0,2.1/2,4.0,14.3,36.5,5-4,栗東高橋亮,466(0),2021年6月19日,ダ,1000,曇,良,2019100182,01144
202101010306,4,3,3,ニシノフウジン,牡2,54.0,勝浦,1:02.2,1.1/2,2.0,3.9,36.4,6-6,美浦中野,446(0),2021年6月19日,ダ,1000,曇,良,2019100498,01025
202101010306,5,6,6,アドレマピュス,牝2,54.0,吉田隼,1:02.3,1/2,5.0,14.9,37.8,1-1,美浦田村,462(0),2021年6月19日,ダ,1000,曇,良,2019103689,01095
202101010306,6,1,1,ミュージアムピース,牡2,54.0,黛,1:02.7,2.1/2,7.0,29.1,36.6,7-7,美浦伊藤大,432(0),2021年6月19日,ダ,1000,曇,良,2019104143,01109
202101010306,7,5,5,ストリッパーズ,牝2,54.0,竹之下,1:03.1,2.1/2,6.0,15.8,38.1,4-4,栗東武英,390(0),2021年6月19日,ダ,1000,曇,良,2019105833,01036
202101010306,8,8,8,アイノビューティー,牝2,51.0,▲小林凌,1:03.2,クビ,8.0,51.8,37.1,7-7,美浦中野,452(0),2021年6月19日,ダ,1000,曇,良,2019103424,01177
202101010307,1,4,5,ウインチェレステ,牡3,56.0,横山武,1:47.3,,1.0,2.0,34.7,1-1-1-1,美浦畠山,482(+4),2021年6月19日,芝,1800,曇,良,2018101630,01170
202101010307,2,7,12,ウィリアムバローズ,牡3,56.0,菱田,1:47.5,1.1/4,6.0,28.7,34.7,3-3-3-2,栗東上村,492(-8),2021年6月19日,芝,1800,曇,良,2018100829,01144
202101010307,3,3,4,メイショウオニユリ,牝3,54.0,池添,1:47.6,3/4,2.0,3.1,34.8,3-3-3-4,栗東池添兼,434(-8),2021年6月19日,芝,1800,曇,良,2018106835,01032
202101010307,4,2,2,アダムスマイリー,牡3,56.0,大野,1:47.6,アタマ,5.0,14.4,34.5,6-5-6-5,美浦青木,450(0),2021年6月19日,芝,1800,曇,良,2018101251,01096
202101010307,5,6,10,エルファシル,牡3,56.0,坂井,1:47.9,1.1/2,4.0,11.5,35.2,2-2-2-2,栗東吉岡,464(0),2021年6月19日,芝,1800,曇,良,2018103923,01163
202101010307,6,4,6,クロスオブドリーム,牡3,56.0,松田,1:48.0,3/4,8.0,32.8,35.1,3-5-5-5,栗東清水久,484(-2),2021年6月19日,芝,1800,曇,良,2018102563,01030
202101010307,7,3,3,グレートフォーユー,牡3,54.0,△泉谷,1:48.0,アタマ,12.0,85.9,34.8,8-9-9-11,栗東千田,482(+24),2021年6月19日,芝,1800,曇,良,2018103524,01182
202101010307,8,5,7,ケイティミシェル,牝3,51.0,▲小林凌,1:48.1,1/2,11.0,68.1,34.9,6-7-9-8,美浦清水英,408(-2),2021年6月19日,芝,1800,曇,良,2018103906,01177
202101010307,9,5,8,シーチェンジ,牝3,54.0,団野,1:48.5,2.1/2,9.0,32.8,35.4,8-8-6-8,美浦和田勇,420(+2),2021年6月19日,芝,1800,曇,良,2018105512,01180
202101010307,10,6,9,ブラックジャッカル,セ3,56.0,吉田隼,1:48.6,1,3.0,9.1,35.3,12-11-9-8,栗東須貝,464(-2),2021年6月19日,芝,1800,曇,良,2018105424,01095
202101010307,11,1,1,ナイトエクスプレス,牡3,54.0,△秋山稔,1:48.9,1.3/4,7.0,29.0,35.9,10-10-6-7,美浦牧,484(-4),2021年6月19日,芝,1800,曇,良,2018104464,01181
202101010307,12,8,13,リトルロータス,牝3,52.0,△山田,1:49.1,1,14.0,327.5,35.4,11-11-12-12,美浦松永康,388(0),2021年6月19日,芝,1800,曇,良,2018101518,01173
202101010307,13,7,11,クロメ,牝3,54.0,横山和,1:49.1,クビ,13.0,169.9,35.4,14-13-12-13,美浦小野,414(-16),2021年6月19日,芝,1800,曇,良,2018100076,01140
202101010307,14,8,14,ヴィンランド,牡3,56.0,藤岡佑,1:53.7,大,10.0,66.7,39.3,13-13-14-14,栗東橋田,470(0),2021年6月19日,芝,1800,曇,良,2018104992,01093
202101010308,1,4,4,ワルツフォーラン,牝4,55.0,丹内,0:59.0,,11.0,42.9,35.3,4-4,美浦小西,460(-5),2021年6月19日,ダ,1000,曇,良,2017103616,01091
202101010308,2,7,9,ジェットエンブレム,牡3,51.0,▲小沢,0:59.2,1.1/2,2.0,4.0,35.5,4-2,栗東石坂,498(+6),2021年6月19日,ダ,1000,曇,良,2018100886,01185
202101010308,3,5,6,ヒートライトニング,牝4,52.0,▲横山琉,0:59.4,1.1/4,5.0,13.3,35.9,3-4,美浦堀井,464(+8),2021年6月19日,ダ,1000,曇,良,2017100050,01192
202101010308,4,1,1,カクシン,牡4,57.0,吉田隼,0:59.7,1.1/2,8.0,20.5,35.3,12-10,栗東森,526(+10),2021年6月19日,ダ,1000,曇,良,2017110119,01095
202101010308,5,6,8,イマジンヨウコ,牝3,50.0,△泉谷,0:59.7,ハナ,1.0,3.4,35.4,10-10,栗東武英,460(+4),2021年6月19日,ダ,1000,曇,良,2018102229,01182
202101010308,6,6,7,ブルースコード,牡3,51.0,▲小林凌,0:59.8,1/2,3.0,4.2,35.5,10-12,美浦伊藤圭,478(+2),2021年6月19日,ダ,1000,曇,良,2018106471,01177
202101010308,7,7,10,サンマルセレッソ,牝3,50.0,△山田,0:59.8,ハナ,6.0,16.3,35.7,9-7,美浦中野,430(+2),2021年6月19日,ダ,1000,曇,良,2018101379,01173
202101010308,8,3,3,テイエムメロディー,牝5,51.0,★永島,0:59.9,1/2,4.0,6.6,36.0,6-6,栗東木原,484(-6),2021年6月19日,ダ,1000,曇,良,2016101901,01187
202101010308,9,8,12,クリオズナ,牝3,50.0,△秋山稔,0:59.9,クビ,7.0,19.1,36.5,1-1,栗東浜田,428(+2),2021年6月19日,ダ,1000,曇,良,2018105247,01181
202101010308,10,2,2,メイショウゼッケイ,牝5,52.0,▲西谷凜,1:00.2,1.1/2,10.0,40.6,36.2,6-7,栗東梅田,428(+8),2021年6月19日,ダ,1000,曇,良,2016101711,01189
202101010308,11,8,11,トモジャバロンド,牡5,57.0,横山武,1:00.8,3.1/2,9.0,39.8,36.8,6-7,美浦鈴木伸,500(+11),2021年6月19日,ダ,1000,曇,良,2016105812,01170
202101010308,12,5,5,ブレイヴガール,牝4,55.0,坂井,1:02.4,10,12.0,61.1,39.0,2-2,栗東吉田,450(-8),2021年6月19日,ダ,1000,曇,良,2017101561,01163
202101010309,1,8,10,ポールスター,牡3,54.0,横山和,1:46.4,,2.0,2.9,38.5,5-5-4-1,栗東安田隆,514(0),2021年6月19日,ダ,1700,曇,良,2018105245,01140
202101010309,2,7,7,モズマゾク,牡3,51.0,▲小林凌,1:46.4,アタマ,1.0,2.7,37.7,10-9-8-6,栗東南井,492(0),2021年6月19日,ダ,1700,曇,良,2018101075,01177
202101010309,3,1,1,カネコメノボル,セ4,57.0,川又,1:46.5,クビ,3.0,6.4,37.9,8-9-6-5,栗東中尾,422(-10),2021年6月19日,ダ,1700,曇,良,2017101239,01166
202101010309,4,6,6,ドラウプニル,セ5,57.0,横山武,1:46.7,1.1/2,5.0,12.6,38.9,2-2-2-2,美浦黒岩,480(0),2021年6月19日,ダ,1700,曇,良,2016104429,01170
202101010309,5,7,8,トーセンエディ,牡3,54.0,菊沢,1:47.0,1.1/2,7.0,21.3,38.2,7-8-9-8,美浦武市,536(-8),2021年6月19日,ダ,1700,曇,良,2018105669,01161
202101010309,6,8,9,シェーン,牝4,53.0,△秋山稔,1:48.2,7,9.0,40.9,39.6,3-4-6-9,栗東角田,482(+4),2021年6月19日,ダ,1700,曇,良,2017101790,01181
202101010309,7,3,3,モノポリーアイズ,牝4,51.0,★永島,1:48.5,2,6.0,12.9,39.7,5-5-9-10,美浦武井,440(-8),2021年6月19日,ダ,1700,曇,良,2017104694,01187
202101010309,8,2,2,キゾク,牡3,54.0,池添,1:48.6,クビ,8.0,30.7,40.8,3-3-2-3,栗東池添兼,490(-2),2021年6月19日,ダ,1700,曇,良,2018103993,01032
202101010309,9,4,4,タンカノキミ,牝4,55.0,国分恭,1:48.8,1.1/4,10.0,46.7,40.4,8-7-5-6,栗東大根田,430(0),2021年6月19日,ダ,1700,曇,良,2017104557,01124
202101010309,10,5,5,タマモヒメギミ,牝3,50.0,△泉谷,1:49.7,5,4.0,9.1,41.9,1-1-1-4,栗東五十嵐,492(+14),2021年6月19日,ダ,1700,曇,良,2018103596,01182
202101010310,1,2,2,ソーヴァリアント,牡3,54.0,大野,1:59.8,,1.0,1.3,33.0,3-3-2-1,美浦大竹,502(+4),2021年6月19日,芝,2000,曇,良,2018104662,01096
202101010310,2,6,6,サトノハンター,牡3,54.0,藤岡佑,2:00.8,6,3.0,9.3,33.7,5-4-5-3,栗東平田,502(-10),2021年6月19日,芝,2000,曇,良,2018105038,01093
202101010310,3,5,5,アドマイヤハレー,牡3,54.0,横山武,2:00.8,アタマ,2.0,5.7,33.6,6-6-6-6,美浦宮田,452(+4),2021年6月19日,芝,2000,曇,良,2018104895,01170
202101010310,4,7,7,ラズルダズル,牡4,57.0,吉田隼,2:01.4,3.1/2,5.0,17.7,34.5,4-4-2-3,栗東茶木,468(+14),2021年6月19日,芝,2000,曇,良,2017105602,01095
202101010310,5,1,1,ナムラショウグン,牡4,57.0,川又,2:01.4,アタマ,6.0,23.3,34.0,7-6-7-7,栗東羽月,482(-6),2021年6月19日,芝,2000,曇,良,2017106141,01166
202101010310,6,8,8,ホウオウビクトリー,牡5,57.0,亀田,2:01.5,1/2,4.0,16.3,34.8,1-1-1-2,美浦斎藤誠,472(-10),2021年6月19日,芝,2000,曇,良,2016105515,01176
202101010310,7,3,3,ダイワセントライト,牡4,57.0,菊沢,2:01.5,クビ,7.0,27.0,34.7,2-2-2-3,美浦菊沢,486(-4),2021年6月19日,芝,2000,曇,良,2017104844,01161
202101010310,8,4,4,ジュピターズライト,セ5,57.0,団野,2:01.7,3/4,8.0,56.9,34.1,8-8-8-7,美浦金成,466(+4),2021年6月19日,芝,2000,曇,良,2016104758,01180
202101010311,1,1,1,シュバルツカイザー,牡3,54.0,大野,1:27.8,,1.0,2.4,34.2,3-2-2,美浦大竹,494(-6),2021年6月19日,芝,1500,曇,良,2018110035,01096
202101010311,2,8,9,バルトリ,牝4,55.0,横山武,1:28.0,1.1/4,2.0,2.9,34.5,2-2-1,美浦藤沢和,456(-4),2021年6月19日,芝,1500,曇,良,2017106612,01170
202101010311,3,7,8,プレトリア,セ6,57.0,団野,1:28.1,3/4,5.0,12.5,33.9,8-8-9,美浦中川,468(+2),2021年6月19日,芝,1500,曇,良,2015103675,01180
202101010311,4,3,3,イーサンティラノ,牡4,57.0,古川吉,1:28.2,3/4,9.0,61.6,34.4,5-4-4,栗東昆,448(+6),2021年6月19日,芝,1500,曇,良,2017101474,01015
202101010311,5,2,2,グレイトオーサー,牡4,57.0,藤岡佑,1:28.3,3/4,4.0,8.4,33.9,10-10-10,美浦堀,514(+6),2021年6月19日,芝,1500,曇,良,2017105437,01093
202101010311,6,6,6,ドゥラモット,牝4,55.0,横山和,1:28.3,ハナ,3.0,6.6,34.3,9-7-7,栗東安田隆,476(+4),2021年6月19日,芝,1500,曇,良,2017105334,01140
202101010311,7,5,5,ベッラヴォルタ,牝4,55.0,菊沢,1:28.3,ハナ,7.0,22.9,34.2,7-8-7,栗東加用,484(-4),2021年6月19日,芝,1500,曇,良,2017102638,01161
202101010311,8,4,4,ニシノアップルパイ,牡7,57.0,勝浦,1:28.4,クビ,10.0,99.4,34.7,4-4-4,栗東新谷,504(0),2021年6月19日,芝,1500,曇,良,2014104659,01025
202101010311,8,7,7,トーセンウォーリア,牡3,54.0,池添,1:28.4,クビ,8.0,41.2,34.5,5-6-4,美浦池上,486(-8),2021年6月19日,芝,1500,曇,良,2018104523,01032
202101010311,10,8,10,タイセイトレンディ,セ6,57.0,菱田,1:28.6,1.1/2,6.0,15.0,35.2,1-1-2,栗東田中克,476(+10),2021年6月19日,芝,1500,曇,良,2015105791,01144
202101010312,1,1,1,ジャズエチュード,牝3,50.0,秋山稔,1:07.6,,2.0,3.4,33.9,1-1,美浦黒岩,490(-14),2021年6月19日,芝,1200,曇,良,2018110120,01181
202101010312,2,2,3,ヴィズサクセス,牡4,57.0,大野,1:07.8,1.1/2,7.0,22.7,33.7,7-5,美浦手塚,476(+2),2021年6月19日,芝,1200,曇,良,2017110123,01096
202101010312,3,3,4,オンラインドリーム,牝3,52.0,吉田隼,1:08.1,1.3/4,4.0,12.1,34.2,4-3,栗東武幸,408(-2),2021年6月19日,芝,1200,曇,良,2018110098,01095
202101010312,4,4,6,タイセイグラシア,牝3,52.0,坂井,1:08.4,1.3/4,5.0,14.9,34.6,2-2,栗東矢作,430(0),2021年6月19日,芝,1200,曇,良,2018100377,01163
202101010312,5,4,7,ハッピーホンコン,牡3,54.0,菱田,1:08.5,1/2,9.0,51.2,33.7,15-14,地方田中淳,438(-2),2021年6月19日,芝,1200,曇,良,2018100753,01144
202101010312,6,3,5,マルカエイペックス,牝4,55.0,藤岡佑,1:08.5,ハナ,6.0,15.9,34.7,2-3,栗東今野,448(+18),2021年6月19日,芝,1200,曇,良,2017104688,01093
202101010312,7,5,8,キョウワセイヴァー,セ4,57.0,泉谷,1:08.5,クビ,8.0,48.1,34.4,7-5,栗東笹田,500(-10),2021年6月19日,芝,1200,曇,良,2017101385,01182
202101010312,8,2,2,ニシノリース,牝3,52.0,勝浦,1:08.5,ハナ,3.0,8.4,34.2,10-8,美浦土田,424(-2),2021年6月19日,芝,1200,曇,良,2018106254,01025
202101010312,9,6,11,コスモカッティーボ,牡4,57.0,丹内,1:08.6,クビ,10.0,56.2,34.3,10-8,美浦畠山,486(+4),2021年6月19日,芝,1200,曇,良,2017101919,01091
202101010312,10,5,9,エンペラーズパレス,牡4,57.0,水口,1:08.7,1,15.0,212.0,34.1,13-11,栗東羽月,504(-8),2021年6月19日,芝,1200,曇,良,2017103422,01133
202101010312,11,8,14,アメリカンニーニャ,牝4,55.0,亀田,1:08.9,1.1/4,13.0,97.5,34.5,12-11,栗東石坂,514(+4),2021年6月19日,芝,1200,曇,良,2017110148,01176
202101010312,12,7,13,ボイオートス,牡3,54.0,古川吉,1:09.1,1.1/4,12.0,70.8,34.5,13-14,美浦金成,508(+20),2021年6月19日,芝,1200,曇,良,2018110040,01015
202101010312,13,7,12,ラヴケリー,牝3,52.0,団野,1:09.1,ハナ,1.0,2.1,35.2,4-5,栗東高柳大,438(+6),2021年6月19日,芝,1200,曇,良,2018101514,01180
202101010312,14,6,10,アスカロン,牡3,54.0,小沢,1:09.1,クビ,14.0,182.8,35.0,7-11,栗東森,474(-2),2021年6月19日,芝,1200,曇,良,2018110118,01185
202101010312,15,8,15,シシリエンヌ,牝5,55.0,菊沢,1:09.8,4,11.0,59.2,35.9,4-8,栗東牧浦,490(-4),2021年6月19日,芝,1200,曇,良,2016101373,01161
202101020101,1,3,3,レッドラディエンス,牡2,54.0,ルメー,1:49.4,,1.0,1.9,35.5,5-5-3-3,美浦藤沢和,476(-8),2021年8月14日,芝,1800,晴,良,2019104984,05339
202101020101,2,2,2,マイネルシーマー,牡2,54.0,丹内,1:49.7,2,3.0,5.7,35.9,6-6-2-2,美浦青木,466(+8),2021年8月14日,芝,1800,晴,良,2019100774,01091
202101020101,3,6,6,セイウンプラチナ,牡2,54.0,横山和,1:50.0,1.3/4,2.0,2.5,36.3,3-3-1-1,美浦小桧山,476(-4),2021年8月14日,芝,1800,晴,良,2019102628,01140
202101020101,4,5,5,フォルトゥナ,牡2,54.0,菱田,1:51.3,8,4.0,15.3,37.3,2-2-3-4,美浦中野,464(-2),2021年8月14日,芝,1800,晴,良,2019104582,01144
202101020101,5,1,1,ヴィオレントアズル,牡2,54.0,黛,1:51.4,クビ,6.0,85.8,37.2,4-3-6-5,美浦加藤和,400(-4),2021年8月14日,芝,1800,晴,良,2019102445,01109
202101020101,6,4,4,ブルーレーン,牝2,53.0,☆泉谷,1:55.0,大,5.0,31.6,41.0,1-1-3-6,栗東本田,482(0),2021年8月14日,芝,1800,晴,良,2019101326,01182
202101020102,1,6,9,サツキティアラ,牝3,54.0,坂井,1:47.5,,8.0,19.3,39.2,3-4-4-2,美浦加藤和,466(-2),2021年8月14日,ダ,1700,晴,良,2018103039,01163
202101020102,2,5,7,ウィズザワールド,牝3,54.0,団野,1:47.6,3/4,1.0,2.3,39.6,2-2-2-1,美浦松山,472(+2),2021年8月14日,ダ,1700,晴,良,2018102417,01180
